INSTITUICAO_ENSINO_ALUNO_2020,IDADE_ALUNO_2020,ANOS_PM_2020,FASE_TURMA_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020,FASE_2021,INSTITUICAO_ENSINO_ALUNO_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,FASE_2022,INDE_2022,PEDRA_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,IPP_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022
Escola Pública,14,2,4L,Não,7.275557333333333,C,Ágata,8.33334,6.6,5,6,8.333333333333332,7.944450000000002,10,4.0,Escola Pública,Ágata,6800,7.5,6.4,6.3,7.1,8.0,Não,7.1,5.0,,,,,,,,,,,
Escola Pública,13,3,3M,Não,4.5827085,D,Quartzo,7.50001,1.7,4375,0,7.96875,6.2916625,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,12,1,2P,Não,5.7302773333333334,D,Quartzo,0,8.7,6875,3,7.916666666666668,7.055553333333332,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,1,1J,Não,7.816668666666667,B,Ametista,8.500020000000001,9.5,7.5,7.5,7.5,7.833333333333333,5,2.0,Escola Pública,Topázio,8489,7.4,10.0,8.1,6.6,8.5,Não,8.8,10.0,,,,,,,,,,,
Escola Pública,12,2,2M,Não,7.702085,B,Ametista,9.500020000000001,8.5,6.25,7.5,8.4375,7.916665,5,2.0,Escola Pública,Ametista,7543,9.0,8.3,6.9,5.9,8.1,Não,8.9,5.0,3.0,5.679047285714286,Quartzo,9.16668,5.291071428571428,7.5,3.0,6875,Não,5.833325,5.0
Escola Pública,12,1,2H,Não,5.866251,D,Quartzo,8.500020000000001,4.3,7.5,4,6.5625,7.249995,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,1,1N,Não,6.8558346666666665,C,Ágata,8.91668,5.3,7.5,7.5,6875,7.333333333333333,5,2.0,Escola Pública,Ágata,6489,9.5,4.6,7.5,3.2,8.1,Não,7.1,10.0,2.0,5.261113333333334,Quartzo,9.000020000000001,3.7,5.0,2.966666666666667,5.833333333333334,Não,7.222223333333333,5.0
Escola Pública,13,1,3F,Não,6.0124986666666675,D,Quartzo,7.5,5.5,7.5,1.1666666666666667,8125,6.833326666666666,10,3.0,Escola Pública,Quartzo,4740,7.9,1.1,7.5,4.0,6.9,Não,4.9,5.0,3.0,5.986962451914099,Quartzo,7.5,5.788982259570494,5625,6.0,7.5,Não,6.58333,2.5
Escola Pública,9,1,2L,Não,8.356669333333334,B,Ametista,8.000020000000001,9.7,7.5,6.25,9.166666666666666,8.500003333333334,10,2.0,Rede Decisão,Topázio,8418,7.5,7.9,7.5,9.2,8.8,Não,8.1,10.0,3.0,7.945715145299146,Ametista,7.91667,8.282051282051283,7.5,8.144444444444444,7.1875,Não,6.999995,10.0
Escola Pública,13,1,3A,Não,7.288543499999999,B,Ametista,9.58335,4,5,9,7.96875,7.1666675,10,4.0,Escola Pública,Ágata,5755,10.0,3.9,7.5,2.8,7.2,Não,4.8,10.0,,,,,,,,,,,
Escola Pública,15,3,3F,Não,7.724721333333334,B,Ametista,8.33334,9.7,7.5,7.333333333333333,8125,7.111103333333333,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,8,0,0B,Sim,9.233336,A,Topázio,9.500020000000001,10,7.5,10,7.5,8.91667,10,1.0,Escola Pública,Topázio,8644,10.0,10.0,7.5,7.0,7.5,Não,8.7,10.0,1.0,8.231946666666667,Topázio,9.000020000000001,10.0,7.5,9.5,6.041666666666667,Não,7.88889,5.0
Escola Pública,11,1,1R,Não,7.682224000000001,B,Ametista,9.000020000000001,6.3,7.5,10,7.5,7.61111,5,1.0,Escola Pública,Quartzo,5049,9.5,3.3,7.5,2.0,7.7,Não,5.1,5.0,,,,,,,,,,,
Escola Pública,16,1,5G,Não,7.638334333333334,B,Ametista,9.58335,8.4,6875,7.666666666666667,8125,7.33333,5,6.0,Escola Pública,Ametista,7336,8.8,8.6,7.5,5.7,8.0,Não,7.8,5.0,7.0,8.108784346405228,Topázio,8.75001,9.477941176470589,7.5,6.722222222222221,8.4375,Sim,9.500003333333332,5.0
Escola Pública,10,1,1K,Não,5.295835333333334,D,Quartzo,7.50002,5,7.5,0,7.291666666666667,7.833333333333333,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,3,2H,Sim,7.841669,B,Ametista,9.000020000000001,8.5,6.25,6.5,5,9.083335,10,2.0,Escola Pública,Ametista,7332,8.5,6.3,7.5,5.4,7.5,Não,8.2,10.0,2.0,7.558498337662337,Ametista,9.000020000000001,8.354978354978355,6.25,8.083333333333332,6.458333333333334,Não,8.000003333333334,5.0
Escola Pública,16,2,4B,Não,4.741112333333334,D,Quartzo,8.75001,1.9,7.5,0,7.916666666666668,7.222223333333334,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,14,1,4E,Não,7.424375833333333,B,Ametista,7.08334,6.2,6875,7.666666666666667,7.96875,7.2916675,10,4.0,Escola Pública,Ágata,6535,6.7,5.6,7.5,5.8,7.7,Não,7.9,5.0,5.0,5.486078375661376,Quartzo,6.25,6.513723544973545,5625,4.333333333333333,4375,Não,5.958335,5.0
Escola Pública,15,2,1E,Não,6.519446,C,Ágata,9.000020000000001,8,4375,6,5.208333333333333,8.055553333333332,2.5,2.0,Escola Pública,Quartzo,2735,0.0,1.3,4.4,0.4,6.6,Não,5.3,2.5,2.0,5.518140515426498,Quartzo,10.00002,5.396249243799152,5.0,4.583333333333334,4.166666666666667,Não,6.777776666666666,2.5
Escola Pública,10,0,1K,Não,7.982502,B,Ametista,8.500020000000001,8.1,7.5,10,7.291666666666667,7.666666666666666,5,1.0,Escola Pública,Ametista,8019,8.5,9.6,7.5,7.1,8.1,Não,8.9,5.0,2.0,7.454659477025898,Ametista,9.50002,9.314954051796157,7.5,6.333333333333334,6.25,Não,7.5,5.0
Escola Pública,8,1,0E,Não,8.664586,A,Topázio,10.000020000000001,10,7.5,7.5,7.8125,8.16667,10,1.0,Escola Pública,Topázio,8881,10.0,9.6,7.5,7.8,8.8,Não,8.9,10.0,1.0,7.303474222222222,Ametista,8.500020000000001,9.48611111111111,5625,7.0,5.9375,Não,7.5,5.0
Escola Pública,11,1,1J,Não,7.393334666666667,B,Ametista,8.41668,8.3,7.5,8,5.416666666666666,7.5,5,1.0,Escola Pública,Ametista,7413,7.4,8.3,7.5,6.4,8.1,Não,8.3,5.0,,,,,,,,,,,
Escola Pública,11,0,1K,Não,7.965557333333334,B,Ametista,9.000020000000001,8.8,6875,9,7.291666666666667,7.944443333333333,5,1.0,Escola Pública,Ametista,7476,9.5,9.2,7.5,4.8,7.9,Não,8.4,5.0,1.0,8.12134394356261,Topázio,9.000020000000001,9.217813051146384,7.5,9.166666666666666,5.833333333333334,Sim,8.555563333333334,5.0
Escola Pública,17,1,7B,Não,5.838957500000001,D,Quartzo,6.24999,3.7,5625,5.5,5.78125,6.1666675,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,16,1,4E,Não,6.027084833333334,D,Quartzo,9.58335,7,7.5,1.6666666666666667,7.1875,6.8333325,5,,,,,,,,,,,,,,,,,,,,,,,
UNISA,18,1,8A,,6.566667000000001,C,Ágata,7.91667,0,6875,8.5,0,0,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,16,1,6B,Não,5.283540833333333,D,Quartzo,0,5.1,6875,2.6666666666666665,7.34375,6.5416625,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,11,1,0D,Não,6.1987499999999995,C,Ágata,3.4999800000000003,9.4,4375,8,7.8125,3.2500099999999996,5,1.0,Escola Pública,Quartzo,4940,0.0,4.6,7.5,2.3,8.4,Não,7.3,5.0,1.0,4.971855378033206,Quartzo,9.50002,3.838441890166029,5.0,2.25,4375,Não,6.833325,5.0
Escola Pública,13,2,1R,Não,6.068611666666667,D,Quartzo,6.33335,8.1,5,3,6.041666666666667,8.05555,5,1.0,Escola Pública,Ágata,5787,0.0,9.2,3.1,3.3,8.1,Não,8.3,5.0,2.0,5.561111555555557,Quartzo,9.50002,8.61111111111111,5.0,2.333333333333333,3.333333333333333,Não,5.444436666666668,5.0
Rede Decisão/União,17,2,7B,Não,8.470210166666668,B,Ametista,8.75001,9.7,7.5,7.333333333333333,7.96875,8.208337499999999,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,13,3,2E,Não,7.342223333333333,B,Ametista,9.000020000000001,7.1,7.5,8,7.5,7.111106666666665,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,17,2,5F,Não,7.556458833333334,B,Ametista,9.16668,9.6,6.25,6.666666666666667,7.03125,7.7916625,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,14,3,4A,Não,7.580834333333334,B,Ametista,7.91667,6.3,6875,7,8.749999999999998,7.833336666666668,10,4.0,Escola Pública,Ametista,7310,7.1,7.2,5.0,8.5,7.7,Não,8.5,5.0,5.0,6.576346820512821,Ágata,7.08333,7.560897435897437,5625,7.466666666666666,5.0,Não,6.500005,5.0
UNISA,18,0,8A,,6.570001,C,Ágata,8.75001,0,6875,8.3,0,0,10,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,17,4,7A,Não,7.457292333333335,B,Ametista,9.16668,8.5,5625,5.666666666666667,7.03125,7.20833,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,11,2,1J,Não,6.560557333333334,C,Ágata,9.500020000000001,8.4,5,4,5.416666666666666,7.944443333333333,5,1.0,Escola Pública,Ametista,7196,9.5,9.2,3.1,5.5,8.3,Não,8.3,5.0,2.0,6.664746446689114,Ágata,9.000020000000001,7.233445566778901,5.0,3.083333333333333,6.458333333333334,Não,7.777776666666667,10.0
Escola Pública,16,2,6B,Não,5.504166166666667,D,Quartzo,0,3,6875,5.333333333333333,7.5,6.9999975,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,8,1,0B,Sim,9.616671,A,Topázio,9.000020000000001,10,7.5,10,10,9.833345,10,1.0,Escola Pública,Topázio,8358,9.0,8.8,7.5,7.4,7.5,Não,8.7,10.0,1.0,8.33840773949389,Topázio,10.00002,9.03230203080278,7.5,8.916666666666668,6875,Sim,9.05556,5.0
Escola Pública,18,1,7B,Não,7.748336,B,Ametista,10.000020000000001,8.7,7.5,6,8.75,8.41667,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,16,3,2G,Não,4.515278666666667,D,Quartzo,9.500020000000001,4,4375,0,6.666666666666666,7.055549999999999,2.5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,1,2N,Não,7.741390666666668,B,Ametista,9.000020000000001,9.7,7.5,4.5,7.291666666666667,7.61111,10,2.0,Escola Pública,Ágata,6682,7.9,5.0,7.5,4.6,7.7,Não,7.2,10.0,,,,,,,,,,,
Escola Pública,12,2,3H,Não,6.487222666666668,C,Ágata,10.000020000000001,4.2,7.5,5.333333333333333,7.083333333333334,5.611103333333335,10,3.0,Escola Pública,Quartzo,5193,10.0,3.6,7.5,0.7,6.9,Não,4.5,10.0,3.0,4.276529111111112,Quartzo,9.16668,2.816666666666667,7.5,0.8888888888888888,5.9375,Não,3875,5.0
Escola Pública,15,1,3H,Não,5.227220000000001,D,Quartzo,7.5,3.4,2.5,6.666666666666667,6.249999999999999,5.444433333333334,5,3.0,Escola Pública,Ágata,5742,7.1,5.0,7.5,5.1,7.1,Não,6.5,2.5,4.0,3.737944252525253,Quartzo,7.08334,3.536931818181818,5.0,1.444444444444444,5.0,Não,3.916675,2.5
Escola Pública,12,1,1F,Não,5.785002,D,Quartzo,8.500020000000001,7.3,6.25,0,7.5,8,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,13,3,3M,Não,7.048958833333334,C,Ágata,7.91667,6,7.5,5.666666666666667,7.65625,7.0416675,10,,,,,,,,,,,,,,,,,,,,,,,
FIAP,19,2,8A,,7.016667999999999,C,Ágata,9.16668,0,7.5,9,0,0,10,,,,,,,,,,,,,,,,,,,,,,,
FIAP,18,2,8A,,6.890001000000001,C,Ágata,8.75001,0,6875,9.1,0,0,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,12,2,2R,Não,6.277778666666666,C,Ágata,9.500020000000001,8.5,3125,3.5,6.041666666666667,7.555549999999998,5,,,,,,,,,,,,,,,,,,,,,,,
Escola João Paulo II,12,2,1D,Não,6.1470839999999995,C,Ágata,6.9166799999999995,7.1,4375,7.5,2.8125,6.58333,5,1.0,Escola JP II,Quartzo,3754,6.3,2.1,6.3,2.4,4.4,Não,3.3,5.0,2.0,5.248612,Quartzo,8.000020000000001,5.833333333333334,3.75,2.916666666666667,4.791666666666667,Não,6.722216666666666,5.0
Escola Pública,15,3,5G,Não,6.004582666666666,D,Quartzo,6.25001,6.7,4375,4.333333333333333,7.1875,5.083325,10,5.0,Escola Pública,Quartzo,4494,4.6,3.3,5.0,4.8,5.9,Não,4.0,5.0,,,,,,,,,,,
Escola Pública,16,1,5A,Não,5.708056666666667,D,Quartzo,7.08334,3.7,7.5,6,6875,5.611113333333333,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,13,1,1G,Não,6.906668,C,Ágata,9.000020000000001,9.2,5,8.5,2.5,6.08333,5,2.0,Escola Pública,Ágata,6783,8.5,6.3,6.9,6.1,7.5,Não,7.7,5.0,3.0,4.311944251526252,Quartzo,9.16668,3.63610347985348,5.0,1.777777777777778,5625,Não,3.75,5.0
Escola Pública,11,1,2F,Não,6.067778,D,Quartzo,7.91668,5.7,7.5,1.5,7.083333333333333,6.888883333333332,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,18,1,7B,Não,7.159376333333334,C,Ágata,8.33334,8,7.5,4.666666666666667,8.59375,8.41667,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,9,1,1N,Não,8.003890666666667,B,Ametista,7.50002,6.7,7.5,10,7.083333333333334,7.277776666666666,10,1.0,Escola Pública,Ametista,7082,8.5,7.5,6.3,6.4,6.9,Não,8.2,5.0,1.0,6.946674134932534,Ágata,0.0,9.365317341329336,5.0,9.083333333333332,6.458333333333334,Não,8.055553333333334,5.0
Escola Pública,10,2,1B,Sim,8.626253,A,Topázio,9.500020000000001,8.6,8.75,10,7.8125,9.000005,5,2.0,Rede Decisão,Topázio,9163,10.0,10.0,5.0,9.4,8.5,Sim,9.7,10.0,3.0,8.441663515948964,Topázio,9.16668,8.310738968633705,6.25,8.111111111111112,8.90625,Sim,8.6250025,10.0
Escola Pública,8,0,0A,Não,8.600003000000001,A,Topázio,9.000020000000001,10,7.5,9.5,7.5,6.500005,10,0.0,Escola Pública,Ágata,6633,10.0,6.7,7.5,5.3,7.5,Não,6.2,5.0,1.0,4.742008908382067,Quartzo,9.50002,4.015594541910332,7.5,1.166666666666666,4.166666666666666,Não,5.44444,5.0
Escola Pública,11,1,2D,Não,7.811252000000001,B,Ametista,8.000020000000001,8.4,7.5,8.5,5.3125,6.75,10,2.0,Escola Pública,Ametista,7396,9.0,7.9,7.5,6.6,7.7,Não,7.8,5.0,,,,,,,,,,,
Escola Pública,11,2,1R,Não,7.201112666666667,C,Ágata,8.500020000000001,8.2,5,7.5,6.666666666666667,7.722219999999999,5,2.0,Escola Pública,Quartzo,3868,9.5,1.7,5.0,0.0,7.3,Não,4.3,5.0,2.0,7.366941455828123,Ametista,9.50002,8.945807279140613,5.0,6.916666666666666,6.666666666666666,Não,7.888890000000001,5.0
Escola Pública,12,1,3H,Não,6.569166666666667,C,Ágata,7.9166799999999995,6.2,7.5,5,6.875000000000001,5.499993333333334,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,8,0,1R,Não,8.470279333333334,B,Ametista,8.500020000000001,9.4,7.5,9,6.458333333333334,7.722219999999999,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,11,1,2P,Não,8.776947333333334,A,Topázio,9.000020000000001,9.6,7.5,8.5,8.958333333333332,8.055560000000002,10,2.0,Escola Pública,Ametista,8046,9.5,6.3,7.5,8.5,9.0,Sim,10.0,5.0,3.0,8.622797438146648,Topázio,9.16668,9.544534412955466,8.75,6.777777777777778,8.75,Sim,8.458335,10.0
Escola Pública,11,1,3B,Não,5.8327085,D,Quartzo,7.91667,5.7,7.5,0,7.34375,7.0833325,10,3.0,Escola Pública,Quartzo,5348,8.3,3.6,7.5,1.3,7.8,Não,5.1,10.0,,,,,,,,,,,
Rede Decisão/União,17,3,7B,Não,8.261668,B,Ametista,9.16668,9.1,7.5,7,7.5,8125,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,2,1D,Não,7.377085000000001,B,Ametista,9.000020000000001,8.5,6.25,9,4.6875,6.916665,5,2.0,Escola Pública,Quartzo,5479,7.8,2.9,7.5,3.3,6.7,Não,5.2,10.0,2.0,5.378863434173669,Quartzo,5.83334,4.984593837535014,7.5,4.5,4375,Não,6.055553333333335,5.0
Rede Decisão/União,15,1,4A,Sim,9.219448333333334,A,Topázio,9.583350000000001,10,10,9.333333333333334,9.166666666666666,9.8889,5,5.0,Rede Decisão,Topázio,8681,10.0,8.6,7.5,9.3,8.8,Sim,9.9,5.0,6.0,8.842987091787439,Topázio,10.00002,9.485054347826086,9375,8.011111111111111,9.0625,Sim,10.00001,5.0
Escola Pública,17,2,7A,Não,3.831041,D,Quartzo,5.8333200000000005,0.4,7.5,0,4.84375,4.66667,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,0,1K,Não,7.728335333333334,B,Ametista,9.000020000000001,7.1,7.5,9,7.916666666666668,7.833333333333333,5,2.0,Escola Pública,Ágata,6722,8.0,5.8,7.5,4.5,7.5,Não,6.8,10.0,2.0,6.658016026362202,Ágata,9.000020000000001,7.324793465144342,7.5,5.25,6.041666666666667,Não,6.944443333333333,5.0
Escola Pública,16,0,5A,Sim,8.195835666666667,B,Ametista,8.75001,7.5,9375,8,9.166666666666666,9.33334,5,6.0,Rede Decisão,Ametista,7872,7.9,7.5,7.5,7.9,9.2,Sim,9.2,5.0,,,,,,,,,,,
Escola Pública,10,2,1E,Não,7.561112,B,Ametista,8.500020000000001,6,7.5,10,7.5,7.555549999999998,5,1.0,Escola Pública,Ametista,7963,9.0,9.6,6.3,7.4,8.3,Não,8.5,5.0,,,,,,,,,,,
Escola Pública,9,2,1M,Não,7.709585000000001,B,Ametista,9.000020000000001,9.6,6.25,4.5,7.8125,7.916665,10,1.0,Escola Pública,Quartzo,5411,9.5,3.3,7.5,2.3,7.7,Não,6.6,5.0,,,,,,,,,,,
Escola Pública,16,2,5A,Não,3.925834666666667,D,Quartzo,4.58334,1.9,3.75,0,8125,7.000003333333334,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,1,1A,Não,7.75542,B,Ametista,9.500020000000001,9.1,6.25,9,3.4375,8.58334,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,1,2F,Não,4.72222,D,Quartzo,0,4.5,7.5,0,7.5,6.6111,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,17,1,7B,Não,7.079375000000001,C,Ágata,7.5,7.6,5625,6.5,6.71875,6375,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,13,2,2H,Não,5.648752,D,Quartzo,8.000020000000001,7.9,5,1.25,4.6875,7.75,5,2.0,Escola Pública,Ágata,6842,8.5,6.3,6.9,6.6,7.3,Não,7.5,5.0,3.0,6.665405026862027,Ágata,9.58335,6.922504578754578,7.5,4.555555555555555,8.28125,Não,6.666665,5.0
Escola Pública,10,0,1A,Não,8.138752,B,Ametista,9.000020000000001,9.6,7.5,9,7.1875,7.75,5,1.0,Escola Pública,Ametista,8040,8.0,9.6,7.5,7.3,8.1,Sim,9.1,5.0,,,,,,,,,,,
Escola Pública,10,1,0G,Não,7.301666,B,Ametista,6.9166799999999995,9.8,5,10,2.5,6.99999,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,12,2,1R,Não,7.867223333333334,B,Ametista,10.000020000000001,8.1,7.5,9.5,5.416666666666666,7.777773333333332,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,8,1,0F,Não,7.730002000000001,B,Ametista,8.500020000000001,9.9,7.5,9.5,2.5,5,10,0.0,Escola Pública,Ágata,6048,8.5,5.0,6.3,4.7,7.2,Não,7.1,5.0,,,,,,,,,,,
Escola Pública,11,2,0D,Não,7.767919,B,Ametista,10.000020000000001,8.6,5,9,7.8125,7.333335,5,0.0,Escola Pública,Ametista,6917,9.5,5.8,7.5,6.5,7.5,Não,7.5,5.0,1.0,6.853260478696742,Ágata,8.500020000000001,7.349624060150376,6875,6.583333333333333,5625,Não,7.333335,5.0
Escola Pública,17,2,7B,Não,6.893959333333333,C,Ágata,6.25001,7.6,5625,4.666666666666667,7.03125,7.75,10,7.0,Escola Pública,Ametista,7738,8.3,9.7,5.6,8.3,7.8,Não,7.3,5.0,,,,,,,,,,,
Rede Decisão/União,11,3,2B,Sim,7.776669999999999,B,Ametista,9.000020000000001,9.3,5,5.5,5,9.58334,10,2.0,Rede Decisão,Ametista,7908,8.5,9.2,7.5,7.9,7.5,Não,8.3,5.0,3.0,8.016570200779729,Ametista,8.75001,9.249512670565302,5.0,6.333333333333333,8.75,Não,8.25,10.0
Escola Pública,11,1,1C,Não,7.694168666666667,B,Ametista,7.00002,9.2,6.25,9,7.291666666666667,7.5,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,8,0,0H,Não,8.25,B,Ametista,8.500020000000001,10,7.5,10,2.5,6.99999,10,0.0,Escola Pública,Ágata,6675,8.5,5.0,7.5,5.9,7.5,Não,8.3,5.0,1.0,7.434636280701754,Ametista,8.500020000000001,8.624561403508771,7.5,7.416666666666666,6.041666666666667,Não,7.61111,5.0
Escola Pública,8,0,0C,Não,8.631250000000001,A,Topázio,9.000020000000001,10,7.5,9,7.8125,6.99999,10,0.0,Escola Pública,Topázio,8263,10.0,10.0,7.5,7.1,7.5,Sim,9.3,5.0,1.0,7.620637142857143,Ametista,10.00002,9.88095238095238,7.5,7.25,5.0,Não,7.222223333333334,5.0
Escola Pública,12,1,2G,Sim,7.778336,B,Ametista,7.50002,9.6,7.5,6.5,7.916666666666668,8.833336666666666,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,16,0,5B,Não,7.008611666666667,C,Ágata,7.08333,8.8,5625,5.333333333333333,8.333333333333334,7.888893333333335,5,6.0,Escola Pública,Ametista,7294,7.9,8.1,5.6,7.2,8.1,Não,7.9,5.0,,,,,,,,,,,
Escola Pública,12,1,2P,Não,6.792780666666667,C,Ágata,9.000020000000001,4.7,7.5,6.5,7.916666666666668,8.055560000000002,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,11,1,2F,Não,6.966111333333335,C,Ágata,9.000020000000001,6.9,7.5,4.5,7.916666666666668,6.222213333333333,10,2.0,Escola Pública,Ágata,6197,9.5,4.6,7.5,4.9,7.5,Não,6.8,5.0,2.0,6.103704377554813,Ágata,10.00002,5.858788554440729,5625,4.0,6.25,Não,7.222223333333333,5.0
Escola Pública,9,1,1E,Não,8.818057333333334,A,Topázio,8.500020000000001,9.5,7.5,10,7.291666666666667,7.944443333333333,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,13,1,2D,Não,8.340419,B,Ametista,8.500020000000001,9.9,7.5,9.5,8.4375,7.583335,5,3.0,Escola Pública,Ametista,7106,9.2,6.7,7.5,6.3,7.5,Não,7.9,5.0,4.0,6.824891426456685,Ágata,8.33334,5.945980743394537,7.5,6.188888888888889,7.8125,Não,7.6666675,5.0
Escola Pública,11,2,2D,Não,7.590002,B,Ametista,9.000020000000001,9.7,7.5,3.5,7.5,7.75,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,14,1,2C,Não,7.794168000000001,B,Ametista,9.000020000000001,8.7,7.5,8,7.708333333333334,7.666663333333333,5,2.0,Escola Pública,Ágata,6814,9.5,7.1,7.5,5.4,7.5,Não,8.1,2.5,3.0,5.942467448717949,Quartzo,8.75001,6.868589743589744,7.5,3.5,7.1875,Não,6.3749925,2.5
Escola Pública,10,1,1H,Não,8.004724,B,Ametista,8.500020000000001,8.1,7.5,10,7.291666666666667,7.777776666666667,5,1.0,Escola Pública,Ametista,7286,9.0,9.2,7.5,5.1,8.3,Não,7.2,5.0,1.0,5.888588956521739,Quartzo,8.000020000000001,6.130434782608695,7.5,2.833333333333333,6.458333333333334,Não,6.999999999999999,5.0
Rede Decisão/União,10,2,2B,Não,8.431669,B,Ametista,9.500020000000001,8.2,6.25,9,7.5,8.333335,10,2.0,Rede Decisão,Topázio,8713,9.5,9.2,7.5,8.3,8.3,Não,8.4,10.0,3.0,8.124397285239297,Topázio,9.16668,9.099410315085372,7.5,5.111111111111111,8.90625,Sim,8625,10.0
Escola Pública,11,0,1B,Não,7.588752,B,Ametista,8.500020000000001,8.6,7.5,7.5,7.1875,7.75,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,11,1,2J,Não,6.066944666666666,D,Quartzo,5.83334,6.8,7.5,1.5,5.624999999999999,7.555553333333333,10,2.0,Escola Pública,Quartzo,5129,0.0,6.3,6.9,2.6,8.1,Não,6.8,5.0,,,,,,,,,,,
Escola Pública,16,2,7A,Não,5.550414999999999,D,Quartzo,7.5,2.7,4375,4.5,6.5625,6.333325,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,9,1,2G,Não,7.709168666666667,B,Ametista,9.000020000000001,9.9,7.5,3.5,8125,7.833333333333333,10,2.0,Escola Pública,Ametista,6911,8.5,6.3,7.5,4.5,7.5,Não,7.1,10.0,,,,,,,,,,,
Escola Pública,14,1,2N,Não,5.546668666666667,D,Quartzo,9.000020000000001,7.4,4375,0,7.291666666666667,7.5,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,3,2F,Não,5.688333333333334,D,Quartzo,8.000020000000001,5.4,4375,1.5,7.708333333333334,6.49999,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,17,1,5L,Não,6.325276333333333,C,Ágata,6.24999,7.3,6.25,4,7.708333333333334,7.72222,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,12,1,1G,Não,5.660002,D,Quartzo,7.50002,7.3,5,4,2.5,7,5,2.0,Escola Pública,Quartzo,5029,9.5,3.8,5.6,2.5,6.7,Não,5.5,5.0,3.0,4.563332,Quartzo,7.5,3.809722222222223,5.0,1.277777777777778,6875,Não,5.54166,5.0
Escola Pública,11,1,2R,Não,7.861945333333334,B,Ametista,6.9166799999999995,9.4,7.5,6,7.291666666666667,8.055553333333332,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,11,2,2M,Não,6.730835000000001,C,Ágata,9.000020000000001,3.3,5,7,6875,7.916665,10,2.0,Escola Pública,Quartzo,2767,0.0,0.4,7.5,0.0,7.5,Não,3.4,5.0,,,,,,,,,,,
Escola Pública,17,1,5L,Não,6.437778666666668,C,Ágata,9.16668,7.8,3125,4.333333333333333,7.708333333333334,7.555553333333333,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,14,2,4L,Não,7.851389666666667,B,Ametista,7.91667,7,7.5,7.666666666666667,8.541666666666666,7.611113333333334,10,5.0,Rede Decisão,Ametista,7765,7.9,6.4,7.5,8.0,8.1,Não,7.7,10.0,6.0,7.369714659440588,Ametista,8.75001,5.248218852758495,8.75,6.077777777777778,7.65625,Não,7.944446666666668,10.0
